date,category,type,income_source,amount,income_amount,expense_amount,savings_amount,planned_budget,payment_method,region
01-06-22,Rent,Expense,,12138,0,12138,0,38880,Card,East
01-06-22,Groceries,Expense,,10411,0,10411,0,38880,Auto Debit,East
01-06-22,Transport,Expense,,2644,0,2644,0,38880,Auto Debit,East
01-06-22,Utilities,Expense,,3451,0,3451,0,38880,UPI,East
01-06-22,Entertainment,Expense,,8138,0,8138,0,38880,Auto Debit,East
01-06-22,Medical,Expense,,1367,0,1367,0,38880,Bank Transfer,East
01-06-22,Savings,Savings,,19508,0,0,19508,0,Card,East
01-06-22,Investment SIP,Investment,,7931,0,7931,0,38880,Bank Transfer,East
01-07-22,Salary,Income,Job,48535,48535,0,0,0,Auto Debit,East
01-07-22,Freelance,Income,Freelancing,12105,12105,0,0,0,Auto Debit,East
01-07-22,Rent,Expense,,14701,0,14701,0,41677,Auto Debit,East
01-07-22,Groceries,Expense,,6192,0,6192,0,41677,UPI,East
01-07-22,Transport,Expense,,5335,0,5335,0,41677,Auto Debit,East
01-07-22,Utilities,Expense,,5178,0,5178,0,41677,Card,East
01-07-22,Entertainment,Expense,,5495,0,5495,0,41677,Card,East
01-07-22,Medical,Expense,,4209,0,4209,0,41677,Auto Debit,East
01-07-22,Savings,Savings,,14535,0,0,14535,0,Card,East
01-07-22,Investment SIP,Investment,,14310,0,14310,0,41677,UPI,East
01-08-22,Salary,Income,Job,56262,56262,0,0,0,Card,North
01-08-22,Freelance,Income,Freelancing,16489,16489,0,0,0,Auto Debit,North
01-08-22,Rent,Expense,,18141,0,18141,0,48786,Bank Transfer,North
01-08-22,Groceries,Expense,,11256,0,11256,0,48786,Bank Transfer,North
01-08-22,Transport,Expense,,2991,0,2991,0,48786,Card,North
01-08-22,Utilities,Expense,,3534,0,3534,0,48786,Bank Transfer,North
01-08-22,Entertainment,Expense,,6793,0,6793,0,48786,Auto Debit,North
01-08-22,Medical,Expense,,4452,0,4452,0,48786,Bank Transfer,North
01-08-22,Savings,Savings,,15622,0,0,15622,0,Auto Debit,North
01-08-22,Investment SIP,Investment,,9619,0,9619,0,48786,UPI,North
01-09-22,Salary,Income,Job,48648,48648,0,0,0,Auto Debit,West
01-09-22,Freelance,Income,Freelancing,6234,6234,0,0,0,UPI,West
01-09-22,Rent,Expense,,21545,0,21545,0,48787,Bank Transfer,West
01-09-22,Groceries,Expense,,10317,0,10317,0,48787,Auto Debit,West
01-09-22,Transport,Expense,,4058,0,4058,0,48787,Bank Transfer,West
01-09-22,Utilities,Expense,,3825,0,3825,0,48787,UPI,West
01-09-22,Entertainment,Expense,,8648,0,8648,0,48787,UPI,West
01-09-22,Medical,Expense,,827,0,827,0,48787,Card,West
01-09-22,Savings,Savings,,16877,0,0,16877,0,Card,West
01-09-22,Investment SIP,Investment,,10023,0,10023,0,48787,Auto Debit,West
01-10-22,Salary,Income,Job,72052,72052,0,0,0,UPI,West
01-10-22,Freelance,Income,Freelancing,17589,17589,0,0,0,Auto Debit,West
01-10-22,Rent,Expense,,16768,0,16768,0,40548,UPI,West
01-10-22,Groceries,Expense,,6278,0,6278,0,40548,UPI,West
01-10-22,Transport,Expense,,4554,0,4554,0,40548,Auto Debit,West
01-10-22,Utilities,Expense,,2556,0,2556,0,40548,Auto Debit,West
01-10-22,Entertainment,Expense,,8502,0,8502,0,40548,UPI,West
01-10-22,Medical,Expense,,2308,0,2308,0,40548,UPI,West
01-10-22,Savings,Savings,,18957,0,0,18957,0,Card,West
01-10-22,Investment SIP,Investment,,8884,0,8884,0,40548,UPI,West
01-11-22,Salary,Income,Job,48954,48954,0,0,0,Auto Debit,South
01-11-22,Freelance,Income,Freelancing,16545,16545,0,0,0,Card,South
01-11-22,Rent,Expense,,14865,0,14865,0,43184,Bank Transfer,South
01-11-22,Groceries,Expense,,12655,0,12655,0,43184,Card,South
01-11-22,Transport,Expense,,2904,0,2904,0,43184,UPI,South
01-11-22,Utilities,Expense,,2788,0,2788,0,43184,Card,South
01-11-22,Entertainment,Expense,,5749,0,5749,0,43184,Auto Debit,South
01-11-22,Medical,Expense,,3083,0,3083,0,43184,Auto Debit,South
01-11-22,Savings,Savings,,19838,0,0,19838,0,Auto Debit,South
01-11-22,Investment SIP,Investment,,10891,0,10891,0,43184,Auto Debit,South
01-12-22,Salary,Income,Job,69981,69981,0,0,0,UPI,South
01-12-22,Freelance,Income,Freelancing,8302,8302,0,0,0,Card,South
01-12-22,Rent,Expense,,21505,0,21505,0,46032,UPI,South
01-12-22,Groceries,Expense,,11054,0,11054,0,46032,UPI,South
01-12-22,Transport,Expense,,3955,0,3955,0,46032,Card,South
01-12-22,Utilities,Expense,,2823,0,2823,0,46032,UPI,South
01-12-22,Entertainment,Expense,,4768,0,4768,0,46032,Card,South
01-12-22,Medical,Expense,,1323,0,1323,0,46032,Card,South
01-12-22,Savings,Savings,,13279,0,0,13279,0,UPI,South
01-12-22,Investment SIP,Investment,,8460,0,8460,0,46032,UPI,South
01-01-23,Salary,Income,Job,57123,57123,0,0,0,UPI,West
01-01-23,Freelance,Income,Freelancing,18804,18804,0,0,0,Card,West
01-01-23,Rent,Expense,,15093,0,15093,0,45959,Bank Transfer,West
01-01-23,Groceries,Expense,,12529,0,12529,0,45959,Auto Debit,West
01-01-23,Transport,Expense,,5200,0,5200,0,45959,Card,West
01-01-23,Utilities,Expense,,4793,0,4793,0,45959,Card,West
01-01-23,Entertainment,Expense,,6583,0,6583,0,45959,UPI,West
01-01-23,Medical,Expense,,1169,0,1169,0,45959,UPI,West
01-01-23,Savings,Savings,,18306,0,0,18306,0,Card,West
01-01-23,Investment SIP,Investment,,14945,0,14945,0,45959,Bank Transfer,West
01-02-23,Salary,Income,Job,45942,45942,0,0,0,Card,East
01-02-23,Freelance,Income,Freelancing,23145,23145,0,0,0,Auto Debit,East
01-02-23,Rent,Expense,,13538,0,13538,0,42924,Auto Debit,East
01-02-23,Groceries,Expense,,12267,0,12267,0,42924,Card,East
01-02-23,Transport,Expense,,4443,0,4443,0,42924,Auto Debit,East
01-02-23,Utilities,Expense,,3871,0,3871,0,42924,Bank Transfer,East
01-02-23,Entertainment,Expense,,4265,0,4265,0,42924,Card,East
01-02-23,Medical,Expense,,3309,0,3309,0,42924,Auto Debit,East
01-02-23,Savings,Savings,,11073,0,0,11073,0,UPI,East
01-02-23,Investment SIP,Investment,,11062,0,11062,0,42924,UPI,East
01-03-23,Salary,Income,Job,88783,88783,0,0,0,Auto Debit,South
01-03-23,Freelance,Income,Freelancing,22097,22097,0,0,0,Card,South
01-03-23,Rent,Expense,,20588,0,20588,0,45944,UPI,South
01-03-23,Groceries,Expense,,8410,0,8410,0,45944,UPI,South
01-03-23,Transport,Expense,,3946,0,3946,0,45944,UPI,South
01-03-23,Utilities,Expense,,3706,0,3706,0,45944,Card,South
01-03-23,Entertainment,Expense,,7854,0,7854,0,45944,Card,South
01-03-23,Medical,Expense,,2136,0,2136,0,45944,Bank Transfer,South
01-03-23,Savings,Savings,,11132,0,0,11132,0,Bank Transfer,South
01-03-23,Investment SIP,Investment,,14988,0,14988,0,45944,Bank Transfer,South
01-04-23,Salary,Income,Job,87211,87211,0,0,0,Auto Debit,West
01-04-23,Freelance,Income,Freelancing,8174,8174,0,0,0,Auto Debit,West
01-04-23,Rent,Expense,,14993,0,14993,0,44866,Card,West
01-04-23,Groceries,Expense,,9837,0,9837,0,44866,Bank Transfer,West
01-04-23,Transport,Expense,,3544,0,3544,0,44866,Card,West
01-04-23,Utilities,Expense,,4226,0,4226,0,44866,Auto Debit,West
01-04-23,Entertainment,Expense,,8701,0,8701,0,44866,Bank Transfer,West
01-04-23,Medical,Expense,,2012,0,2012,0,44866,Card,West
01-04-23,Savings,Savings,,9231,0,0,9231,0,UPI,West
01-04-23,Investment SIP,Investment,,5788,0,5788,0,44866,UPI,West
01-05-23,Salary,Income,Job,73341,73341,0,0,0,Bank Transfer,West
01-05-23,Freelance,Income,Freelancing,6601,6601,0,0,0,UPI,West
01-05-23,Rent,Expense,,14814,0,14814,0,39591,UPI,West
01-05-23,Groceries,Expense,,6539,0,6539,0,39591,Auto Debit,West
01-05-23,Transport,Expense,,4414,0,4414,0,39591,Auto Debit,West
01-05-23,Utilities,Expense,,4868,0,4868,0,39591,UPI,West
01-05-23,Entertainment,Expense,,3400,0,3400,0,39591,Card,West
01-05-23,Medical,Expense,,3591,0,3591,0,39591,UPI,West
01-05-23,Savings,Savings,,20412,0,0,20412,0,Card,West
01-05-23,Investment SIP,Investment,,9920,0,9920,0,39591,UPI,West
01-06-23,Salary,Income,Job,57291,57291,0,0,0,UPI,West
01-06-23,Freelance,Income,Freelancing,6473,6473,0,0,0,Auto Debit,West
01-06-23,Rent,Expense,,20763,0,20763,0,52800,Auto Debit,West
01-06-23,Groceries,Expense,,12523,0,12523,0,52800,Bank Transfer,West
01-06-23,Transport,Expense,,5255,0,5255,0,52800,UPI,West
01-06-23,Utilities,Expense,,4784,0,4784,0,52800,UPI,West
01-06-23,Entertainment,Expense,,8074,0,8074,0,52800,UPI,West
01-06-23,Medical,Expense,,1539,0,1539,0,52800,Bank Transfer,West
01-06-23,Savings,Savings,,10670,0,0,10670,0,UPI,West
01-06-23,Investment SIP,Investment,,9206,0,9206,0,52800,Card,West
01-07-23,Salary,Income,Job,54440,54440,0,0,0,Bank Transfer,North
01-07-23,Freelance,Income,Freelancing,21095,21095,0,0,0,Auto Debit,North
01-07-23,Rent,Expense,,15342,0,15342,0,49071,UPI,North
01-07-23,Groceries,Expense,,13432,0,13432,0,49071,Card,North
01-07-23,Transport,Expense,,5296,0,5296,0,49071,UPI,North
01-07-23,Utilities,Expense,,5203,0,5203,0,49071,UPI,North
01-07-23,Entertainment,Expense,,4577,0,4577,0,49071,Bank Transfer,North
01-07-23,Medical,Expense,,3899,0,3899,0,49071,Card,North
01-07-23,Savings,Savings,,20295,0,0,20295,0,UPI,North
01-07-23,Investment SIP,Investment,,13714,0,13714,0,49071,Auto Debit,North
01-08-23,Salary,Income,Job,77274,77274,0,0,0,Bank Transfer,North
01-08-23,Freelance,Income,Freelancing,14744,14744,0,0,0,UPI,North
01-08-23,Rent,Expense,,17051,0,17051,0,42179,Auto Debit,North
01-08-23,Groceries,Expense,,9616,0,9616,0,42179,Auto Debit,North
01-08-23,Transport,Expense,,2778,0,2778,0,42179,Bank Transfer,North
01-08-23,Utilities,Expense,,3175,0,3175,0,42179,Bank Transfer,North
01-08-23,Entertainment,Expense,,5357,0,5357,0,42179,Bank Transfer,North
01-08-23,Medical,Expense,,2228,0,2228,0,42179,UPI,North
01-08-23,Savings,Savings,,13855,0,0,13855,0,UPI,North
01-08-23,Investment SIP,Investment,,13212,0,13212,0,42179,Auto Debit,North
01-09-23,Salary,Income,Job,61328,61328,0,0,0,UPI,South
01-09-23,Freelance,Income,Freelancing,11311,11311,0,0,0,UPI,South
01-09-23,Rent,Expense,,17167,0,17167,0,50824,Bank Transfer,South
01-09-23,Groceries,Expense,,13021,0,13021,0,50824,Auto Debit,South
01-09-23,Transport,Expense,,3356,0,3356,0,50824,Card,South
01-09-23,Utilities,Expense,,4923,0,4923,0,50824,Card,South
01-09-23,Entertainment,Expense,,8514,0,8514,0,50824,Auto Debit,South
01-09-23,Medical,Expense,,2268,0,2268,0,50824,UPI,South
01-09-23,Savings,Savings,,8582,0,0,8582,0,Card,South
01-09-23,Investment SIP,Investment,,8309,0,8309,0,50824,Auto Debit,South
01-10-23,Salary,Income,Job,80953,80953,0,0,0,Bank Transfer,East
01-10-23,Freelance,Income,Freelancing,24278,24278,0,0,0,Bank Transfer,East
01-10-23,Rent,Expense,,15464,0,15464,0,41951,Auto Debit,East
01-10-23,Groceries,Expense,,8308,0,8308,0,41951,UPI,East
01-10-23,Transport,Expense,,5851,0,5851,0,41951,UPI,East
01-10-23,Utilities,Expense,,2900,0,2900,0,41951,Card,East
01-10-23,Entertainment,Expense,,6918,0,6918,0,41951,Bank Transfer,East
01-10-23,Medical,Expense,,1036,0,1036,0,41951,Card,East
01-10-23,Savings,Savings,,12157,0,0,12157,0,UPI,East
01-10-23,Investment SIP,Investment,,11922,0,11922,0,41951,UPI,East
01-11-23,Salary,Income,Job,69750,69750,0,0,0,Bank Transfer,North
01-11-23,Freelance,Income,Freelancing,10054,10054,0,0,0,Card,North
01-11-23,Rent,Expense,,20360,0,20360,0,45526,Bank Transfer,North
01-11-23,Groceries,Expense,,6160,0,6160,0,45526,Bank Transfer,North
01-11-23,Transport,Expense,,4768,0,4768,0,45526,Card,North
01-11-23,Utilities,Expense,,3536,0,3536,0,45526,Bank Transfer,North
01-11-23,Entertainment,Expense,,7140,0,7140,0,45526,UPI,North
01-11-23,Medical,Expense,,1929,0,1929,0,45526,Card,North
01-11-23,Savings,Savings,,20783,0,0,20783,0,Bank Transfer,North
01-11-23,Investment SIP,Investment,,5898,0,5898,0,45526,Card,North
01-12-23,Salary,Income,Job,81978,81978,0,0,0,Auto Debit,North
01-12-23,Freelance,Income,Freelancing,7396,7396,0,0,0,UPI,North
01-12-23,Rent,Expense,,12704,0,12704,0,43541,Auto Debit,North
01-12-23,Groceries,Expense,,12951,0,12951,0,43541,Auto Debit,North
01-12-23,Transport,Expense,,5426,0,5426,0,43541,Auto Debit,North
01-12-23,Utilities,Expense,,4063,0,4063,0,43541,Auto Debit,North
01-12-23,Entertainment,Expense,,6605,0,6605,0,43541,Bank Transfer,North
01-12-23,Medical,Expense,,2462,0,2462,0,43541,Card,North
01-12-23,Savings,Savings,,9963,0,0,9963,0,UPI,North
01-12-23,Investment SIP,Investment,,13333,0,13333,0,43541,UPI,North
01-01-24,Salary,Income,Job,57850,57850,0,0,0,UPI,North
01-01-24,Freelance,Income,Freelancing,23730,23730,0,0,0,Card,North
01-01-24,Rent,Expense,,15586,0,15586,0,42260,Bank Transfer,North
01-01-24,Groceries,Expense,,7121,0,7121,0,42260,Auto Debit,North
01-01-24,Transport,Expense,,5015,0,5015,0,42260,Auto Debit,North
01-01-24,Utilities,Expense,,2995,0,2995,0,42260,Card,North
01-01-24,Entertainment,Expense,,8880,0,8880,0,42260,Bank Transfer,North
01-01-24,Medical,Expense,,964,0,964,0,42260,UPI,North
01-01-24,Savings,Savings,,9949,0,0,9949,0,Card,North
01-01-24,Investment SIP,Investment,,5701,0,5701,0,42260,UPI,North
01-02-24,Salary,Income,Job,62592,62592,0,0,0,Card,South
01-02-24,Freelance,Income,Freelancing,17538,17538,0,0,0,UPI,South
01-02-24,Rent,Expense,,20698,0,20698,0,46970,Bank Transfer,South
01-02-24,Groceries,Expense,,8263,0,8263,0,46970,UPI,South
01-02-24,Transport,Expense,,5639,0,5639,0,46970,Auto Debit,South
01-02-24,Utilities,Expense,,3380,0,3380,0,46970,Card,South
01-02-24,Entertainment,Expense,,6515,0,6515,0,46970,Bank Transfer,South
01-02-24,Medical,Expense,,2570,0,2570,0,46970,Bank Transfer,South
01-02-24,Savings,Savings,,17344,0,0,17344,0,Card,South
01-02-24,Investment SIP,Investment,,13750,0,13750,0,46970,UPI,South
01-03-24,Salary,Income,Job,59913,59913,0,0,0,Auto Debit,West
01-03-24,Freelance,Income,Freelancing,21628,21628,0,0,0,Bank Transfer,West
01-03-24,Rent,Expense,,19558,0,19558,0,53079,Card,West
01-03-24,Groceries,Expense,,13984,0,13984,0,53079,UPI,West
01-03-24,Transport,Expense,,5472,0,5472,0,53079,Auto Debit,West
01-03-24,Utilities,Expense,,4379,0,4379,0,53079,Card,West
01-03-24,Entertainment,Expense,,5304,0,5304,0,53079,Auto Debit,West
01-03-24,Medical,Expense,,4423,0,4423,0,53079,UPI,West
01-03-24,Savings,Savings,,15861,0,0,15861,0,UPI,West
01-03-24,Investment SIP,Investment,,13330,0,13330,0,53079,Auto Debit,West
01-04-24,Salary,Income,Job,63029,63029,0,0,0,Auto Debit,East
01-04-24,Freelance,Income,Freelancing,22684,22684,0,0,0,Card,East
01-04-24,Rent,Expense,,18784,0,18784,0,46408,Bank Transfer,East
01-04-24,Groceries,Expense,,7756,0,7756,0,46408,Auto Debit,East
01-04-24,Transport,Expense,,4577,0,4577,0,46408,Bank Transfer,East
01-04-24,Utilities,Expense,,5372,0,5372,0,46408,UPI,East
01-04-24,Entertainment,Expense,,8187,0,8187,0,46408,Card,East
01-04-24,Medical,Expense,,1366,0,1366,0,46408,Bank Transfer,East
01-04-24,Savings,Savings,,12095,0,0,12095,0,Bank Transfer,East
01-04-24,Investment SIP,Investment,,8183,0,8183,0,46408,Bank Transfer,East
01-05-24,Salary,Income,Job,71340,71340,0,0,0,Card,East
01-05-24,Freelance,Income,Freelancing,17171,17171,0,0,0,UPI,East
01-05-24,Rent,Expense,,16242,0,16242,0,39251,Auto Debit,East
01-05-24,Groceries,Expense,,9766,0,9766,0,39251,Auto Debit,East
01-05-24,Transport,Expense,,4641,0,4641,0,39251,UPI,East
01-05-24,Utilities,Expense,,3936,0,3936,0,39251,Bank Transfer,East
01-05-24,Entertainment,Expense,,4493,0,4493,0,39251,UPI,East
01-05-24,Medical,Expense,,1697,0,1697,0,39251,Bank Transfer,East
01-05-24,Savings,Savings,,13370,0,0,13370,0,Card,East
01-05-24,Investment SIP,Investment,,14885,0,14885,0,39251,Card,East
01-06-24,Salary,Income,Job,61036,61036,0,0,0,Card,East
01-06-24,Freelance,Income,Freelancing,22610,22610,0,0,0,Bank Transfer,East
01-06-24,Rent,Expense,,14318,0,14318,0,43566,Card,East
01-06-24,Groceries,Expense,,12915,0,12915,0,43566,UPI,East
01-06-24,Transport,Expense,,2720,0,2720,0,43566,Card,East
01-06-24,Utilities,Expense,,4994,0,4994,0,43566,Bank Transfer,East
01-06-24,Entertainment,Expense,,5308,0,5308,0,43566,Bank Transfer,East
01-06-24,Medical,Expense,,2695,0,2695,0,43566,UPI,East
01-06-24,Savings,Savings,,9106,0,0,9106,0,Card,East
01-06-24,Investment SIP,Investment,,14777,0,14777,0,43566,Auto Debit,East
01-07-24,Salary,Income,Job,54409,54409,0,0,0,Card,East
01-07-24,Freelance,Income,Freelancing,10664,10664,0,0,0,Auto Debit,East
01-07-24,Rent,Expense,,12133,0,12133,0,37944,Auto Debit,East
01-07-24,Groceries,Expense,,9809,0,9809,0,37944,UPI,East
01-07-24,Transport,Expense,,4945,0,4945,0,37944,UPI,East
01-07-24,Utilities,Expense,,2804,0,2804,0,37944,Bank Transfer,East
01-07-24,Entertainment,Expense,,4889,0,4889,0,37944,UPI,East
01-07-24,Medical,Expense,,3956,0,3956,0,37944,UPI,East
01-07-24,Savings,Savings,,19786,0,0,19786,0,UPI,East
01-07-24,Investment SIP,Investment,,7462,0,7462,0,37944,Bank Transfer,East
01-08-24,Salary,Income,Job,58861,58861,0,0,0,Auto Debit,West
01-08-24,Freelance,Income,Freelancing,16313,16313,0,0,0,Card,West
01-08-24,Rent,Expense,,13257,0,13257,0,33491,Auto Debit,West
01-08-24,Groceries,Expense,,8875,0,8875,0,33491,UPI,West
01-08-24,Transport,Expense,,4923,0,4923,0,33491,Card,West
01-08-24,Utilities,Expense,,2747,0,2747,0,33491,Auto Debit,West
01-08-24,Entertainment,Expense,,3979,0,3979,0,33491,Card,West
01-08-24,Medical,Expense,,911,0,911,0,33491,Auto Debit,West
01-08-24,Savings,Savings,,16460,0,0,16460,0,Auto Debit,West
01-08-24,Investment SIP,Investment,,14422,0,14422,0,33491,Auto Debit,West
01-09-24,Salary,Income,Job,85442,85442,0,0,0,Card,North
01-09-24,Freelance,Income,Freelancing,20800,20800,0,0,0,Bank Transfer,North
01-09-24,Rent,Expense,,20275,0,20275,0,45551,UPI,North
01-09-24,Groceries,Expense,,8700,0,8700,0,45551,Auto Debit,North
01-09-24,Transport,Expense,,3996,0,3996,0,45551,Card,North
01-09-24,Utilities,Expense,,2901,0,2901,0,45551,Card,North
01-09-24,Entertainment,Expense,,6842,0,6842,0,45551,Card,North
01-09-24,Medical,Expense,,845,0,845,0,45551,UPI,North
01-09-24,Savings,Savings,,18816,0,0,18816,0,Auto Debit,North
01-09-24,Investment SIP,Investment,,8958,0,8958,0,45551,Bank Transfer,North
01-10-24,Salary,Income,Job,51988,51988,0,0,0,Auto Debit,East
01-10-24,Freelance,Income,Freelancing,13246,13246,0,0,0,Auto Debit,East
01-10-24,Rent,Expense,,17787,0,17787,0,45534,UPI,East
01-10-24,Groceries,Expense,,12542,0,12542,0,45534,UPI,East
01-10-24,Transport,Expense,,2603,0,2603,0,45534,Auto Debit,East
01-10-24,Utilities,Expense,,3642,0,3642,0,45534,Card,East
01-10-24,Entertainment,Expense,,8402,0,8402,0,45534,Bank Transfer,East
01-10-24,Medical,Expense,,1056,0,1056,0,45534,Card,East
01-10-24,Savings,Savings,,8938,0,0,8938,0,Bank Transfer,East
01-10-24,Investment SIP,Investment,,12222,0,12222,0,45534,Card,East
01-11-24,Salary,Income,Job,85540,85540,0,0,0,Auto Debit,North
01-11-24,Freelance,Income,Freelancing,9869,9869,0,0,0,Auto Debit,North
01-11-24,Rent,Expense,,20168,0,20168,0,43348,Bank Transfer,North
01-11-24,Groceries,Expense,,7787,0,7787,0,43348,UPI,North
01-11-24,Transport,Expense,,4033,0,4033,0,43348,Auto Debit,North
01-11-24,Utilities,Expense,,5069,0,5069,0,43348,UPI,North
01-11-24,Entertainment,Expense,,3336,0,3336,0,43348,Auto Debit,North
01-11-24,Medical,Expense,,1478,0,1478,0,43348,Auto Debit,North
01-11-24,Savings,Savings,,10257,0,0,10257,0,UPI,North
01-11-24,Investment SIP,Investment,,10136,0,10136,0,43348,Card,North
01-12-24,Salary,Income,Job,54549,54549,0,0,0,Bank Transfer,South
01-12-24,Freelance,Income,Freelancing,16052,16052,0,0,0,Card,South
01-12-24,Rent,Expense,,18353,0,18353,0,46155,Bank Transfer,South
01-12-24,Groceries,Expense,,9564,0,9564,0,46155,Auto Debit,South
01-12-24,Transport,Expense,,3039,0,3039,0,46155,Auto Debit,South
01-12-24,Utilities,Expense,,5300,0,5300,0,46155,UPI,South
01-12-24,Entertainment,Expense,,8654,0,8654,0,46155,Card,South
01-12-24,Medical,Expense,,1159,0,1159,0,46155,UPI,South
01-12-24,Savings,Savings,,20824,0,0,20824,0,Auto Debit,South
01-12-24,Investment SIP,Investment,,13880,0,13880,0,46155,Card,South
01-01-21,Salary,Income,Job,61674,61674,0,0,0,Card,South
01-01-21,Freelance,Income,Freelancing,20953,20953,0,0,0,Bank Transfer,South
01-01-21,Rent,Expense,,14391,0,14391,0,41152,UPI,South
01-01-21,Groceries,Expense,,10941,0,10941,0,41152,Card,South
01-01-21,Transport,Expense,,3408,0,3408,0,41152,Auto Debit,South
01-01-21,Utilities,Expense,,3550,0,3550,0,41152,Card,South
01-01-21,Entertainment,Expense,,6977,0,6977,0,41152,Auto Debit,South
01-01-21,Medical,Expense,,2132,0,2132,0,41152,Card,South
01-01-21,Savings,Savings,,18525,0,0,18525,0,Auto Debit,South
01-01-21,Investment SIP,Investment,,10952,0,10952,0,41152,Auto Debit,South
01-02-21,Salary,Income,Job,76956,76956,0,0,0,Card,South
01-02-21,Freelance,Income,Freelancing,17796,17796,0,0,0,Auto Debit,South
01-02-21,Rent,Expense,,19809,0,19809,0,47755,Auto Debit,South
01-02-21,Groceries,Expense,,8635,0,8635,0,47755,Auto Debit,South
01-02-21,Transport,Expense,,3594,0,3594,0,47755,UPI,South
01-02-21,Utilities,Expense,,3830,0,3830,0,47755,Card,South
01-02-21,Entertainment,Expense,,7819,0,7819,0,47755,UPI,South
01-02-21,Medical,Expense,,3979,0,3979,0,47755,Card,South
01-02-21,Savings,Savings,,9836,0,0,9836,0,UPI,South
01-02-21,Investment SIP,Investment,,12281,0,12281,0,47755,Auto Debit,South
01-03-21,Salary,Income,Job,52216,52216,0,0,0,Auto Debit,East
01-03-21,Freelance,Income,Freelancing,19025,19025,0,0,0,UPI,East
01-03-21,Rent,Expense,,19907,0,19907,0,51805,UPI,East
01-03-21,Groceries,Expense,,12628,0,12628,0,51805,Auto Debit,East
01-03-21,Transport,Expense,,5562,0,5562,0,51805,Auto Debit,East
01-03-21,Utilities,Expense,,4607,0,4607,0,51805,Card,East
01-03-21,Entertainment,Expense,,5196,0,5196,0,51805,Auto Debit,East
01-03-21,Medical,Expense,,2910,0,2910,0,51805,Card,East
01-03-21,Savings,Savings,,14489,0,0,14489,0,Auto Debit,East
01-03-21,Investment SIP,Investment,,14617,0,14617,0,51805,Bank Transfer,East
01-04-21,Salary,Income,Job,72061,72061,0,0,0,Auto Debit,East
01-04-21,Freelance,Income,Freelancing,24255,24255,0,0,0,Auto Debit,East
01-04-21,Rent,Expense,,15014,0,15014,0,45043,UPI,East
01-04-21,Groceries,Expense,,13648,0,13648,0,45043,UPI,East
01-04-21,Transport,Expense,,5676,0,5676,0,45043,Auto Debit,East
01-04-21,Utilities,Expense,,5357,0,5357,0,45043,Card,East
01-04-21,Entertainment,Expense,,4556,0,4556,0,45043,Bank Transfer,East
01-04-21,Medical,Expense,,1005,0,1005,0,45043,Auto Debit,East
01-04-21,Savings,Savings,,9513,0,0,9513,0,UPI,East
01-04-21,Investment SIP,Investment,,10978,0,10978,0,45043,Card,East
01-05-21,Salary,Income,Job,62630,62630,0,0,0,UPI,South
01-05-21,Freelance,Income,Freelancing,12688,12688,0,0,0,Bank Transfer,South
01-05-21,Rent,Expense,,13279,0,13279,0,38199,Auto Debit,South
01-05-21,Groceries,Expense,,9170,0,9170,0,38199,Card,South
01-05-21,Transport,Expense,,4851,0,4851,0,38199,Card,South
01-05-21,Utilities,Expense,,2700,0,2700,0,38199,Card,South
01-05-21,Entertainment,Expense,,5655,0,5655,0,38199,Auto Debit,South
01-05-21,Medical,Expense,,1038,0,1038,0,38199,UPI,South
01-05-21,Savings,Savings,,19459,0,0,19459,0,Card,South
01-05-21,Investment SIP,Investment,,13413,0,13413,0,38199,Bank Transfer,South
01-06-21,Salary,Income,Job,62227,62227,0,0,0,Card,South
01-06-21,Freelance,Income,Freelancing,12048,12048,0,0,0,Card,South
01-06-21,Rent,Expense,,19840,0,19840,0,45589,Auto Debit,South
01-06-21,Groceries,Expense,,8234,0,8234,0,45589,Auto Debit,South
01-06-21,Transport,Expense,,4519,0,4519,0,45589,Auto Debit,South
01-06-21,Utilities,Expense,,2645,0,2645,0,45589,Card,South
01-06-21,Entertainment,Expense,,8519,0,8519,0,45589,UPI,South
01-06-21,Medical,Expense,,2637,0,2637,0,45589,UPI,South
01-06-21,Savings,Savings,,15571,0,0,15571,0,UPI,South
01-06-21,Investment SIP,Investment,,5771,0,5771,0,45589,UPI,South
01-07-21,Salary,Income,Job,77358,77358,0,0,0,Auto Debit,South
01-07-21,Freelance,Income,Freelancing,13288,13288,0,0,0,Auto Debit,South
01-07-21,Rent,Expense,,14701,0,14701,0,37783,Auto Debit,South
01-07-21,Groceries,Expense,,11128,0,11128,0,37783,Auto Debit,South
01-07-21,Transport,Expense,,2871,0,2871,0,37783,Bank Transfer,South
01-07-21,Utilities,Expense,,2715,0,2715,0,37783,Bank Transfer,South
01-07-21,Entertainment,Expense,,4975,0,4975,0,37783,Card,South
01-07-21,Medical,Expense,,3139,0,3139,0,37783,Bank Transfer,South
01-07-21,Savings,Savings,,9016,0,0,9016,0,Card,South
01-07-21,Investment SIP,Investment,,8490,0,8490,0,37783,Card,South
01-08-21,Salary,Income,Job,55550,55550,0,0,0,Bank Transfer,South
01-08-21,Freelance,Income,Freelancing,7008,7008,0,0,0,Bank Transfer,South
01-08-21,Rent,Expense,,14866,0,14866,0,43790,Auto Debit,South
01-08-21,Groceries,Expense,,7067,0,7067,0,43790,Auto Debit,South
01-08-21,Transport,Expense,,4386,0,4386,0,43790,Auto Debit,South
01-08-21,Utilities,Expense,,4930,0,4930,0,43790,Card,South
