date,category,type,income_source,amount,income_amount,expense_amount,savings_amount,planned_budget,payment_method,region,Year,Month,Month_Year,Income,Expense,Savings,Budget_Variance,Expense_Ratio_%,Savings_Ratio_%,Budget_Used_%,Income_Contribution_%,Expense_Type,Spending_Status
2021-09-01,Freelance,Income,Freelancing,7110,7110,0,0,0,Card,East,2021,September,2021-09,7110,0,7110,0,0.0,100.0,0.0,0.025659578379564063,Non-Essential,Within Budget
2021-09-01,Rent,Expense,,17612,0,17612,0,48263,Auto Debit,East,2021,September,2021-09,0,17612,-17612,30651,0.0,0.0,36.49172243747799,0.0,Essential,Within Budget
2021-09-01,Groceries,Expense,,10916,0,10916,0,48263,Auto Debit,East,2021,September,2021-09,0,10916,-10916,37347,0.0,0.0,22.61774029795081,0.0,Essential,Within Budget
2021-09-01,Transport,Expense,,3372,0,3372,0,48263,Bank Transfer,East,2021,September,2021-09,0,3372,-3372,44891,0.0,0.0,6.986718604313863,0.0,Essential,Within Budget
2021-09-01,Utilities,Expense,,3709,0,3709,0,48263,Auto Debit,East,2021,September,2021-09,0,3709,-3709,44554,0.0,0.0,7.684976068623997,0.0,Non-Essential,Within Budget
2021-09-01,Entertainment,Expense,,7952,0,7952,0,48263,Auto Debit,East,2021,September,2021-09,0,7952,-7952,40311,0.0,0.0,16.47638978099165,0.0,Non-Essential,Within Budget
2021-09-01,Medical,Expense,,4243,0,4243,0,48263,Card,East,2021,September,2021-09,0,4243,-4243,44020,0.0,0.0,8.791413712367651,0.0,Non-Essential,Within Budget
2021-09-01,Savings,Savings,,10997,0,0,10997,0,Card,East,2021,September,2021-09,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2021-09-01,Investment SIP,Investment,,10297,0,10297,0,48263,Bank Transfer,East,2021,September,2021-09,0,0,0,48263,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2021-10-01,Salary,Income,Job,65985,65985,0,0,0,Bank Transfer,East,2021,October,2021-10,65985,0,65985,0,0.0,100.0,0.0,0.2381360449192032,Non-Essential,Within Budget
2021-10-01,Freelance,Income,Freelancing,22893,22893,0,0,0,Auto Debit,East,2021,October,2021-10,22893,0,22893,0,0.0,100.0,0.0,0.08261951165166807,Non-Essential,Within Budget
2021-10-01,Rent,Expense,,19423,0,19423,0,44771,Auto Debit,East,2021,October,2021-10,0,19423,-19423,25348,0.0,0.0,43.38299345558509,0.0,Essential,Within Budget
2021-10-01,Groceries,Expense,,12124,0,12124,0,44771,UPI,East,2021,October,2021-10,0,12124,-12124,32647,0.0,0.0,27.080029483370932,0.0,Essential,Within Budget
2021-10-01,Transport,Expense,,2748,0,2748,0,44771,Bank Transfer,East,2021,October,2021-10,0,2748,-2748,42023,0.0,0.0,6.1379017667686675,0.0,Essential,Within Budget
2021-10-01,Utilities,Expense,,4143,0,4143,0,44771,Auto Debit,East,2021,October,2021-10,0,4143,-4143,40628,0.0,0.0,9.253758012999485,0.0,Non-Essential,Within Budget
2021-10-01,Entertainment,Expense,,4412,0,4412,0,44771,Auto Debit,East,2021,October,2021-10,0,4412,-4412,40359,0.0,0.0,9.854593375175895,0.0,Non-Essential,Within Budget
2021-10-01,Medical,Expense,,1220,0,1220,0,44771,Bank Transfer,East,2021,October,2021-10,0,1220,-1220,43551,0.0,0.0,2.724978222510107,0.0,Non-Essential,Within Budget
2021-10-01,Savings,Savings,,10769,0,0,10769,0,Card,East,2021,October,2021-10,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2021-10-01,Investment SIP,Investment,,6124,0,6124,0,44771,Bank Transfer,East,2021,October,2021-10,0,0,0,44771,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2021-11-01,Salary,Income,Job,56138,56138,0,0,0,Auto Debit,East,2021,November,2021-11,56138,0,56138,0,0.0,100.0,0.0,0.20259879199324435,Non-Essential,Within Budget
2021-11-01,Freelance,Income,Freelancing,18650,18650,0,0,0,Card,East,2021,November,2021-11,18650,0,18650,0,0.0,100.0,0.0,0.06730677029238674,Non-Essential,Within Budget
2021-11-01,Rent,Expense,,15467,0,15467,0,47837,UPI,East,2021,November,2021-11,0,15467,-15467,32370,0.0,0.0,32.332713171812614,0.0,Essential,Within Budget
2021-11-01,Groceries,Expense,,13749,0,13749,0,47837,Auto Debit,East,2021,November,2021-11,0,13749,-13749,34088,0.0,0.0,28.741350837218054,0.0,Essential,Within Budget
2021-11-01,Transport,Expense,,3875,0,3875,0,47837,Auto Debit,East,2021,November,2021-11,0,3875,-3875,43962,0.0,0.0,8.10042435771474,0.0,Essential,Within Budget
2021-11-01,Utilities,Expense,,5327,0,5327,0,47837,Card,East,2021,November,2021-11,0,5327,-5327,42510,0.0,0.0,11.135731755753914,0.0,Non-Essential,Within Budget
2021-11-01,Entertainment,Expense,,4344,0,4344,0,47837,Bank Transfer,East,2021,November,2021-11,0,4344,-4344,43493,0.0,0.0,9.080837009009763,0.0,Non-Essential,Within Budget
2021-11-01,Medical,Expense,,3607,0,3607,0,47837,Auto Debit,East,2021,November,2021-11,0,3607,-3607,44230,0.0,0.0,7.5401885569747265,0.0,Non-Essential,Within Budget
2021-11-01,Savings,Savings,,13026,0,0,13026,0,UPI,East,2021,November,2021-11,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2021-11-01,Investment SIP,Investment,,13843,0,13843,0,47837,Card,East,2021,November,2021-11,0,0,0,47837,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2021-12-01,Salary,Income,Job,46851,46851,0,0,0,Card,South,2021,December,2021-12,46851,0,46851,0,0.0,100.0,0.0,0.16908254664711053,Non-Essential,Within Budget
2021-12-01,Freelance,Income,Freelancing,15094,15094,0,0,0,Bank Transfer,South,2021,December,2021-12,15094,0,15094,0,0.0,100.0,0.0,0.054473372160497885,Non-Essential,Within Budget
2021-12-01,Rent,Expense,,16847,0,16847,0,43391,Card,South,2021,December,2021-12,0,16847,-16847,26544,0.0,0.0,38.82602382982646,0.0,Essential,Within Budget
2021-12-01,Groceries,Expense,,6728,0,6728,0,43391,UPI,South,2021,December,2021-12,0,6728,-6728,36663,0.0,0.0,15.50551957779263,0.0,Essential,Within Budget
2021-12-01,Transport,Expense,,3898,0,3898,0,43391,Auto Debit,South,2021,December,2021-12,0,3898,-3898,39493,0.0,0.0,8.983429743495194,0.0,Essential,Within Budget
2021-12-01,Utilities,Expense,,5330,0,5330,0,43391,Bank Transfer,South,2021,December,2021-12,0,5330,-5330,38061,0.0,0.0,12.283653292157359,0.0,Non-Essential,Within Budget
2021-12-01,Entertainment,Expense,,6679,0,6679,0,43391,Bank Transfer,South,2021,December,2021-12,0,6679,-6679,36712,0.0,0.0,15.392592934018575,0.0,Non-Essential,Within Budget
2021-12-01,Medical,Expense,,3230,0,3230,0,43391,Bank Transfer,South,2021,December,2021-12,0,3230,-3230,40161,0.0,0.0,7.443939987555023,0.0,Non-Essential,Within Budget
2021-12-01,Savings,Savings,,15670,0,0,15670,0,Bank Transfer,South,2021,December,2021-12,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2021-12-01,Investment SIP,Investment,,10126,0,10126,0,43391,Auto Debit,South,2021,December,2021-12,0,0,0,43391,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-01-01,Salary,Income,Job,46689,46689,0,0,0,Auto Debit,South,2022,January,2022-01,46689,0,46689,0,0.0,100.0,0.0,0.168497898025804,Non-Essential,Within Budget
2022-01-01,Freelance,Income,Freelancing,10786,10786,0,0,0,UPI,South,2022,January,2022-01,10786,0,10786,0,0.0,100.0,0.0,0.03892604956427257,Non-Essential,Within Budget
2022-01-01,Rent,Expense,,19970,0,19970,0,45117,Card,South,2022,January,2022-01,0,19970,-19970,25147,0.0,0.0,44.26269477137221,0.0,Essential,Within Budget
2022-01-01,Groceries,Expense,,7647,0,7647,0,45117,Auto Debit,South,2022,January,2022-01,0,7647,-7647,37470,0.0,0.0,16.949265243699717,0.0,Essential,Within Budget
2022-01-01,Transport,Expense,,2876,0,2876,0,45117,Bank Transfer,South,2022,January,2022-01,0,2876,-2876,42241,0.0,0.0,6.374537314094465,0.0,Essential,Within Budget
2022-01-01,Utilities,Expense,,4615,0,4615,0,45117,Card,South,2022,January,2022-01,0,4615,-4615,40502,0.0,0.0,10.228960258882461,0.0,Non-Essential,Within Budget
2022-01-01,Entertainment,Expense,,8695,0,8695,0,45117,Card,South,2022,January,2022-01,0,8695,-8695,36422,0.0,0.0,19.27211472393998,0.0,Non-Essential,Within Budget
2022-01-01,Medical,Expense,,2648,0,2648,0,45117,Bank Transfer,South,2022,January,2022-01,0,2648,-2648,42469,0.0,0.0,5.869184564576545,0.0,Non-Essential,Within Budget
2022-01-01,Savings,Savings,,19165,0,0,19165,0,Card,South,2022,January,2022-01,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-01-01,Investment SIP,Investment,,11055,0,11055,0,45117,Card,South,2022,January,2022-01,0,0,0,45117,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-02-01,Salary,Income,Job,87490,87490,0,0,0,Bank Transfer,West,2022,February,2022-02,87490,0,87490,0,0.0,100.0,0.0,0.31574634492659065,Non-Essential,Within Budget
2022-02-01,Freelance,Income,Freelancing,17050,17050,0,0,0,Bank Transfer,West,2022,February,2022-02,17050,0,17050,0,0.0,100.0,0.0,0.06153246292145813,Non-Essential,Within Budget
2022-02-01,Rent,Expense,,15015,0,15015,0,34044,UPI,West,2022,February,2022-02,0,15015,-15015,19029,0.0,0.0,44.104688050757844,0.0,Essential,Within Budget
2022-02-01,Groceries,Expense,,7325,0,7325,0,34044,Card,West,2022,February,2022-02,0,7325,-7325,26719,0.0,0.0,21.51627305839502,0.0,Essential,Within Budget
2022-02-01,Transport,Expense,,2824,0,2824,0,34044,Card,West,2022,February,2022-02,0,2824,-2824,31220,0.0,0.0,8.29514745623311,0.0,Essential,Within Budget
2022-02-01,Utilities,Expense,,3729,0,3729,0,34044,UPI,West,2022,February,2022-02,0,3729,-3729,30315,0.0,0.0,10.953471977440959,0.0,Non-Essential,Within Budget
2022-02-01,Entertainment,Expense,,4633,0,4633,0,34044,Card,West,2022,February,2022-02,0,4633,-4633,29411,0.0,0.0,13.608859123487251,0.0,Non-Essential,Within Budget
2022-02-01,Medical,Expense,,1651,0,1651,0,34044,Bank Transfer,West,2022,February,2022-02,0,1651,-1651,32393,0.0,0.0,4.849606391728352,0.0,Non-Essential,Within Budget
2022-02-01,Savings,Savings,,18638,0,0,18638,0,Bank Transfer,West,2022,February,2022-02,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-02-01,Investment SIP,Investment,,5386,0,5386,0,34044,Auto Debit,West,2022,February,2022-02,0,0,0,34044,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-03-01,Salary,Income,Job,71321,71321,0,0,0,UPI,North,2022,March,2022-03,71321,0,71321,0,0.0,100.0,0.0,0.2573933600012501,Non-Essential,Within Budget
2022-03-01,Freelance,Income,Freelancing,11904,11904,0,0,0,Card,North,2022,March,2022-03,11904,0,11904,0,0.0,100.0,0.0,0.042960846839708945,Non-Essential,Within Budget
2022-03-01,Rent,Expense,,13588,0,13588,0,44742,Card,North,2022,March,2022-03,0,13588,-13588,31154,0.0,0.0,30.369675025702918,0.0,Essential,Within Budget
2022-03-01,Groceries,Expense,,11365,0,11365,0,44742,Card,North,2022,March,2022-03,0,11365,-11365,33377,0.0,0.0,25.401189039381343,0.0,Essential,Within Budget
2022-03-01,Transport,Expense,,3965,0,3965,0,44742,UPI,North,2022,March,2022-03,0,3965,-3965,40777,0.0,0.0,8.861919449287022,0.0,Essential,Within Budget
2022-03-01,Utilities,Expense,,5457,0,5457,0,44742,Auto Debit,North,2022,March,2022-03,0,5457,-5457,39285,0.0,0.0,12.196593804479013,0.0,Non-Essential,Within Budget
2022-03-01,Entertainment,Expense,,4952,0,4952,0,44742,Card,North,2022,March,2022-03,0,4952,-4952,39790,0.0,0.0,11.06790040677663,0.0,Non-Essential,Within Budget
2022-03-01,Medical,Expense,,3515,0,3515,0,44742,Card,North,2022,March,2022-03,0,3515,-3515,41227,0.0,0.0,7.856153055294801,0.0,Non-Essential,Within Budget
2022-03-01,Savings,Savings,,8505,0,0,8505,0,Bank Transfer,North,2022,March,2022-03,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-03-01,Investment SIP,Investment,,9903,0,9903,0,44742,Auto Debit,North,2022,March,2022-03,0,0,0,44742,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-04-01,Salary,Income,Job,88928,88928,0,0,0,Bank Transfer,West,2022,April,2022-04,88928,0,88928,0,0.0,100.0,0.0,0.3209360036762128,Non-Essential,Within Budget
2022-04-01,Freelance,Income,Freelancing,7062,7062,0,0,0,Auto Debit,West,2022,April,2022-04,7062,0,7062,0,0.0,100.0,0.0,0.025486349158436207,Non-Essential,Within Budget
2022-04-01,Rent,Expense,,19678,0,19678,0,52623,UPI,West,2022,April,2022-04,0,19678,-19678,32945,0.0,0.0,37.39429527012903,0.0,Essential,Within Budget
2022-04-01,Groceries,Expense,,13947,0,13947,0,52623,Bank Transfer,West,2022,April,2022-04,0,13947,-13947,38676,0.0,0.0,26.50362009007468,0.0,Essential,Within Budget
2022-04-01,Transport,Expense,,4784,0,4784,0,52623,Auto Debit,West,2022,April,2022-04,0,4784,-4784,47839,0.0,0.0,9.091081846340954,0.0,Essential,Within Budget
2022-04-01,Utilities,Expense,,3297,0,3297,0,52623,Bank Transfer,West,2022,April,2022-04,0,3297,-3297,49326,0.0,0.0,6.26532124736332,0.0,Non-Essential,Within Budget
2022-04-01,Entertainment,Expense,,7781,0,7781,0,52623,Bank Transfer,West,2022,April,2022-04,0,7781,-7781,44842,0.0,0.0,14.786310168557476,0.0,Non-Essential,Within Budget
2022-04-01,Medical,Expense,,3227,0,3227,0,52623,Card,West,2022,April,2022-04,0,3227,-3227,49396,0.0,0.0,6.132299564829067,0.0,Non-Essential,Within Budget
2022-04-01,Savings,Savings,,15205,0,0,15205,0,Bank Transfer,West,2022,April,2022-04,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-04-01,Investment SIP,Investment,,13485,0,13485,0,52623,Bank Transfer,West,2022,April,2022-04,0,0,0,52623,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-05-01,Salary,Income,Job,72022,72022,0,0,0,UPI,South,2022,May,2022-05,72022,0,72022,0,0.0,100.0,0.0,0.25992322841813825,Non-Essential,Within Budget
2022-05-01,Freelance,Income,Freelancing,14809,14809,0,0,0,UPI,South,2022,May,2022-05,14809,0,14809,0,0.0,100.0,0.0,0.053444823660051224,Non-Essential,Within Budget
2022-05-01,Rent,Expense,,14963,0,14963,0,35937,Auto Debit,South,2022,May,2022-05,0,14963,-14963,20974,0.0,0.0,41.63675320700114,0.0,Essential,Within Budget
2022-05-01,Groceries,Expense,,8091,0,8091,0,35937,UPI,South,2022,May,2022-05,0,8091,-8091,27846,0.0,0.0,22.514400200350615,0.0,Essential,Within Budget
2022-05-01,Transport,Expense,,2590,0,2590,0,35937,Bank Transfer,South,2022,May,2022-05,0,2590,-2590,33347,0.0,0.0,7.207056793833654,0.0,Essential,Within Budget
2022-05-01,Utilities,Expense,,3044,0,3044,0,35937,Bank Transfer,South,2022,May,2022-05,0,3044,-3044,32893,0.0,0.0,8.470378718312602,0.0,Non-Essential,Within Budget
2022-05-01,Entertainment,Expense,,7798,0,7798,0,35937,UPI,South,2022,May,2022-05,0,7798,-7798,28139,0.0,0.0,21.699084509001864,0.0,Non-Essential,Within Budget
2022-05-01,Medical,Expense,,863,0,863,0,35937,Card,South,2022,May,2022-05,0,863,-863,35074,0.0,0.0,2.4014247154743025,0.0,Non-Essential,Within Budget
2022-05-01,Savings,Savings,,9905,0,0,9905,0,Auto Debit,South,2022,May,2022-05,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-05-01,Investment SIP,Investment,,11968,0,11968,0,35937,Auto Debit,South,2022,May,2022-05,0,0,0,35937,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-06-01,Salary,Income,Job,77158,77158,0,0,0,Bank Transfer,West,2022,June,2022-06,77158,0,77158,0,0.0,100.0,0.0,0.2784587550788191,Non-Essential,Within Budget
2022-06-01,Freelance,Income,Freelancing,20413,20413,0,0,0,Card,West,2022,June,2022-06,20413,0,20413,0,0.0,100.0,0.0,0.07366933522672872,Non-Essential,Within Budget
2022-06-01,Rent,Expense,,18449,0,18449,0,44855,Card,West,2022,June,2022-06,0,18449,-18449,26406,0.0,0.0,41.13030877271207,0.0,Essential,Within Budget
2022-06-01,Groceries,Expense,,10747,0,10747,0,44855,Bank Transfer,West,2022,June,2022-06,0,10747,-10747,34108,0.0,0.0,23.95942481328726,0.0,Essential,Within Budget
2022-06-01,Transport,Expense,,2736,0,2736,0,44855,UPI,West,2022,June,2022-06,0,2736,-2736,42119,0.0,0.0,6.0996544420911825,0.0,Essential,Within Budget
2022-06-01,Utilities,Expense,,3339,0,3339,0,44855,UPI,West,2022,June,2022-06,0,3339,-3339,41516,0.0,0.0,7.443986177683646,0.0,Non-Essential,Within Budget
2022-06-01,Entertainment,Expense,,7098,0,7098,0,44855,Card,West,2022,June,2022-06,0,7098,-7098,37757,0.0,0.0,15.82432281796901,0.0,Non-Essential,Within Budget
2022-06-01,Medical,Expense,,1438,0,1438,0,44855,Auto Debit,West,2022,June,2022-06,0,1438,-1438,43417,0.0,0.0,3.2058856314792106,0.0,Non-Essential,Within Budget
2022-06-01,Savings,Savings,,9164,0,0,9164,0,Auto Debit,West,2022,June,2022-06,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-06-01,Investment SIP,Investment,,5340,0,5340,0,44855,Auto Debit,West,2022,June,2022-06,0,0,0,44855,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-07-01,Salary,Income,Job,56578,56578,0,0,0,UPI,North,2022,July,2022-07,56578,0,56578,0,0.0,100.0,0.0,0.20418672652024972,Non-Essential,Within Budget
2022-07-01,Freelance,Income,Freelancing,18333,18333,0,0,0,Bank Transfer,North,2022,July,2022-07,18333,0,18333,0,0.0,100.0,0.0,0.06616273564452152,Non-Essential,Within Budget
2022-07-01,Rent,Expense,,16088,0,16088,0,48973,Card,North,2022,July,2022-07,0,16088,-16088,32885,0.0,0.0,32.85075449737611,0.0,Essential,Within Budget
2022-07-01,Groceries,Expense,,12868,0,12868,0,48973,Auto Debit,North,2022,July,2022-07,0,12868,-12868,36105,0.0,0.0,26.275702938353785,0.0,Essential,Within Budget
2022-07-01,Transport,Expense,,4959,0,4959,0,48973,Bank Transfer,North,2022,July,2022-07,0,4959,-4959,44014,0.0,0.0,10.125987789189962,0.0,Essential,Within Budget
2022-07-01,Utilities,Expense,,5362,0,5362,0,48973,UPI,North,2022,July,2022-07,0,5362,-5362,43611,0.0,0.0,10.94889020480673,0.0,Non-Essential,Within Budget
2022-07-01,Entertainment,Expense,,7646,0,7646,0,48973,UPI,North,2022,July,2022-07,0,7646,-7646,41327,0.0,0.0,15.61268454046107,0.0,Non-Essential,Within Budget
2022-07-01,Medical,Expense,,2342,0,2342,0,48973,Bank Transfer,North,2022,July,2022-07,0,2342,-2342,46631,0.0,0.0,4.7822269413758605,0.0,Non-Essential,Within Budget
2022-07-01,Savings,Savings,,13136,0,0,13136,0,Bank Transfer,North,2022,July,2022-07,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-07-01,Investment SIP,Investment,,7547,0,7547,0,48973,UPI,North,2022,July,2022-07,0,0,0,48973,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-08-01,Salary,Income,Job,82713,82713,0,0,0,Card,North,2022,August,2022-08,82713,0,82713,0,0.0,100.0,0.0,0.29850642848226194,Non-Essential,Within Budget
2022-08-01,Freelance,Income,Freelancing,7789,7789,0,0,0,UPI,North,2022,August,2022-08,7789,0,7789,0,0.0,100.0,0.0,0.028110050070101894,Non-Essential,Within Budget
2022-08-01,Rent,Expense,,13016,0,13016,0,40593,Card,North,2022,August,2022-08,0,13016,-13016,27577,0.0,0.0,32.06464168699037,0.0,Essential,Within Budget
2022-08-01,Groceries,Expense,,11258,0,11258,0,40593,Card,North,2022,August,2022-08,0,11258,-11258,29335,0.0,0.0,27.733845736949718,0.0,Essential,Within Budget
2022-08-01,Transport,Expense,,3027,0,3027,0,40593,UPI,North,2022,August,2022-08,0,3027,-3027,37566,0.0,0.0,7.456950705786712,0.0,Essential,Within Budget
2022-08-01,Utilities,Expense,,5425,0,5425,0,40593,UPI,North,2022,August,2022-08,0,5425,-5425,35168,0.0,0.0,13.36437316778755,0.0,Non-Essential,Within Budget
2022-08-01,Entertainment,Expense,,4142,0,4142,0,40593,Auto Debit,North,2022,August,2022-08,0,4142,-4142,36451,0.0,0.0,10.203729707092355,0.0,Non-Essential,Within Budget
2022-08-01,Medical,Expense,,3338,0,3338,0,40593,UPI,North,2022,August,2022-08,0,3338,-3338,37255,0.0,0.0,8.223092651442366,0.0,Non-Essential,Within Budget
2022-08-01,Savings,Savings,,10551,0,0,10551,0,Card,North,2022,August,2022-08,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-08-01,Investment SIP,Investment,,8222,0,8222,0,40593,Card,North,2022,August,2022-08,0,0,0,40593,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-09-01,Salary,Income,Job,66608,66608,0,0,0,Bank Transfer,West,2022,September,2022-09,66608,0,66608,0,0.0,100.0,0.0,0.24038441585175854,Non-Essential,Within Budget
2022-09-01,Freelance,Income,Freelancing,10988,10988,0,0,0,Bank Transfer,West,2022,September,2022-09,10988,0,10988,0,0.0,100.0,0.0,0.03965505586985231,Non-Essential,Within Budget
2022-09-01,Rent,Expense,,18409,0,18409,0,43421,UPI,West,2022,September,2022-09,0,18409,-18409,25012,0.0,0.0,42.39653623822575,0.0,Essential,Within Budget
2022-09-01,Groceries,Expense,,12588,0,12588,0,43421,UPI,West,2022,September,2022-09,0,12588,-12588,30833,0.0,0.0,28.990580594643145,0.0,Essential,Within Budget
2022-09-01,Transport,Expense,,5586,0,5586,0,43421,Bank Transfer,West,2022,September,2022-09,0,5586,-5586,37835,0.0,0.0,12.86474286635499,0.0,Essential,Within Budget
2022-09-01,Utilities,Expense,,2511,0,2511,0,43421,Card,West,2022,September,2022-09,0,2511,-2511,40910,0.0,0.0,5.782916100504364,0.0,Non-Essential,Within Budget
2022-09-01,Entertainment,Expense,,4162,0,4162,0,43421,Card,West,2022,September,2022-09,0,4162,-4162,39259,0.0,0.0,9.585223739665139,0.0,Non-Essential,Within Budget
2022-09-01,Medical,Expense,,1737,0,1737,0,43421,Bank Transfer,West,2022,September,2022-09,0,1737,-1737,41684,0.0,0.0,4.000368485295134,0.0,Non-Essential,Within Budget
2022-09-01,Savings,Savings,,8717,0,0,8717,0,Card,West,2022,September,2022-09,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-09-01,Investment SIP,Investment,,13635,0,13635,0,43421,UPI,West,2022,September,2022-09,0,0,0,43421,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-10-01,Salary,Income,Job,59545,59545,0,0,0,Bank Transfer,South,2022,October,2022-10,59545,0,59545,0,0.0,100.0,0.0,0.21489445775121546,Non-Essential,Within Budget
2022-10-01,Freelance,Income,Freelancing,18290,18290,0,0,0,Bank Transfer,South,2022,October,2022-10,18290,0,18290,0,0.0,100.0,0.0,0.06600755113392781,Non-Essential,Within Budget
2022-10-01,Rent,Expense,,16850,0,16850,0,42741,UPI,South,2022,October,2022-10,0,16850,-16850,25891,0.0,0.0,39.42350436349173,0.0,Essential,Within Budget
2022-10-01,Groceries,Expense,,9321,0,9321,0,42741,Bank Transfer,South,2022,October,2022-10,0,9321,-9321,33420,0.0,0.0,21.80809995086685,0.0,Essential,Within Budget
2022-10-01,Transport,Expense,,3631,0,3631,0,42741,Auto Debit,South,2022,October,2022-10,0,3631,-3631,39110,0.0,0.0,8.495355747408812,0.0,Essential,Within Budget
2022-10-01,Utilities,Expense,,5449,0,5449,0,42741,UPI,South,2022,October,2022-10,0,5449,-5449,37292,0.0,0.0,12.74888280573688,0.0,Non-Essential,Within Budget
2022-10-01,Entertainment,Expense,,3565,0,3565,0,42741,Card,South,2022,October,2022-10,0,3565,-3565,39176,0.0,0.0,8.340937273344096,0.0,Non-Essential,Within Budget
2022-10-01,Medical,Expense,,2405,0,2405,0,42741,UPI,South,2022,October,2022-10,0,2405,-2405,40336,0.0,0.0,5.626915607964249,0.0,Non-Essential,Within Budget
2022-10-01,Savings,Savings,,20337,0,0,20337,0,UPI,South,2022,October,2022-10,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-10-01,Investment SIP,Investment,,9954,0,9954,0,42741,Auto Debit,South,2022,October,2022-10,0,0,0,42741,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-11-01,Salary,Income,Job,62513,62513,0,0,0,UPI,West,2022,November,2022-11,62513,0,62513,0,0.0,100.0,0.0,0.2256057979242881,Non-Essential,Within Budget
2022-11-01,Freelance,Income,Freelancing,23172,23172,0,0,0,UPI,West,2022,November,2022-11,23172,0,23172,0,0.0,100.0,0.0,0.08362640649947377,Non-Essential,Within Budget
2022-11-01,Rent,Expense,,20131,0,20131,0,46334,Card,West,2022,November,2022-11,0,20131,-20131,26203,0.0,0.0,43.44757629386628,0.0,Essential,Within Budget
2022-11-01,Groceries,Expense,,8733,0,8733,0,46334,Card,West,2022,November,2022-11,0,8733,-8733,37601,0.0,0.0,18.847930245607976,0.0,Essential,Within Budget
2022-11-01,Transport,Expense,,4707,0,4707,0,46334,Auto Debit,West,2022,November,2022-11,0,4707,-4707,41627,0.0,0.0,10.158846635300211,0.0,Essential,Within Budget
2022-11-01,Utilities,Expense,,2720,0,2720,0,46334,Bank Transfer,West,2022,November,2022-11,0,2720,-2720,43614,0.0,0.0,5.87041913065999,0.0,Non-Essential,Within Budget
2022-11-01,Entertainment,Expense,,5784,0,5784,0,46334,Auto Debit,West,2022,November,2022-11,0,5784,-5784,40550,0.0,0.0,12.483273621962274,0.0,Non-Essential,Within Budget
2022-11-01,Medical,Expense,,2497,0,2497,0,46334,Auto Debit,West,2022,November,2022-11,0,2497,-2497,43837,0.0,0.0,5.389131091638969,0.0,Non-Essential,Within Budget
2022-11-01,Savings,Savings,,15653,0,0,15653,0,UPI,West,2022,November,2022-11,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-11-01,Investment SIP,Investment,,10997,0,10997,0,46334,Card,West,2022,November,2022-11,0,0,0,46334,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2022-12-01,Salary,Income,Job,79157,79157,0,0,0,Card,North,2022,December,2022-12,79157,0,79157,0,0.0,100.0,0.0,0.28567303035037306,Non-Essential,Within Budget
2022-12-01,Freelance,Income,Freelancing,13744,13744,0,0,0,Card,North,2022,December,2022-12,13744,0,13744,0,0.0,100.0,0.0,0.04960130031627685,Non-Essential,Within Budget
2022-12-01,Rent,Expense,,20215,0,20215,0,47531,UPI,North,2022,December,2022-12,0,20215,-20215,27316,0.0,0.0,42.530138225579094,0.0,Essential,Within Budget
2022-12-01,Groceries,Expense,,7162,0,7162,0,47531,Card,North,2022,December,2022-12,0,7162,-7162,40369,0.0,0.0,15.068060844501483,0.0,Essential,Within Budget
2022-12-01,Transport,Expense,,3510,0,3510,0,47531,Auto Debit,North,2022,December,2022-12,0,3510,-3510,44021,0.0,0.0,7.384654225663251,0.0,Essential,Within Budget
